South Street Seaport,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/South_Street_Seaport%2C_Detroit_Photographic_Company_%280616%29.jpg/250px-South_Street_Seaport%2C_Detroit_Photographic_Company_%280616%29.jpg,,"The South Street Seaport is a historic area in the New York City borough of Manhattan, located where Fulton Street meets the East River, and adjacent to the Financial District. The Seaport is a designated historic district, distinct from the neighboring Financial District. It features some of the oldest architecture in downtown Manhattan, and includes the largest concentration of restored early 19th-century commercial buildings in the city. This includes renovated original mercantile buildings, renovated sailing ships, the former Fulton Fish Market, and modern tourist malls featuring food, shopping and nightlife, with a view of the Brooklyn Bridge. At the entrance to the Seaport is the Titanic Memorial lighthouse.",,Private,"[""Historic districts in New York City"", ""1967 establishments in New York"", ""Landmarks in Manhattan"", ""Shopping malls in New York City"", ""National Register of Historic Places in Manhattan"", ""Redeveloped ports and waterfronts in the United States"", ""General Growth Properties"", ""Ports and harbors of New York"", ""Pedestrian malls in the United States"", ""South Street Seaport Museum"", ""Museums established in 1967"", ""Financial District, Manhattan""]",,"Bounded by Burling (John St.) and Peck Slips, Water St. and East River, New York City","The South Street Seaport is a historic area in the New York City borough of Manhattan, located where Fulton Street meets the East River, and adjacent to the Financial District. The Seaport is a designated historic district, distinct from the neighboring Financial District. It features some of the oldest architecture in downtown Manhattan, and includes the largest concentration of restored early 19th-century commercial buildings in the city. This includes renovated original mercantile buildings, renovated sailing ships, the former Fulton Fish Market, and modern tourist malls featuring food, shopping and nightlife, with a view of the Brooklyn Bridge. At the entrance to the Seaport is the Titanic Memorial lighthouse."
South Street Seaport Historic District,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/South_Street_Seaport%2C_Detroit_Photographic_Company_%280616%29.jpg/250px-South_Street_Seaport%2C_Detroit_Photographic_Company_%280616%29.jpg,,"The South Street Seaport is a historic area in the New York City borough of Manhattan, located where Fulton Street meets the East River, and adjacent to the Financial District. The Seaport is a designated historic district, distinct from the neighboring Financial District. It features some of the oldest architecture in downtown Manhattan, and includes the largest concentration of restored early 19th-century commercial buildings in the city. This includes renovated original mercantile buildings, renovated sailing ships, the former Fulton Fish Market, and modern tourist malls featuring food, shopping and nightlife, with a view of the Brooklyn Bridge. At the entrance to the Seaport is the Titanic Memorial lighthouse.",,Private,"[""Historic districts in New York City"", ""1967 establishments in New York"", ""Landmarks in Manhattan"", ""Shopping malls in New York City"", ""National Register of Historic Places in Manhattan"", ""Redeveloped ports and waterfronts in the United States"", ""General Growth Properties"", ""Ports and harbors of New York"", ""Pedestrian malls in the United States"", ""South Street Seaport Museum"", ""Museums established in 1967"", ""Financial District, Manhattan""]",,"Bounded by Burling (John St.) and Peck Slips, Water St. and East River, New York City","The South Street Seaport is a historic area in the New York City borough of Manhattan, located where Fulton Street meets the East River, and adjacent to the Financial District. The Seaport is a designated historic district, distinct from the neighboring Financial District. It features some of the oldest architecture in downtown Manhattan, and includes the largest concentration of restored early 19th-century commercial buildings in the city. This includes renovated original mercantile buildings, renovated sailing ships, the former Fulton Fish Market, and modern tourist malls featuring food, shopping and nightlife, with a view of the Brooklyn Bridge. At the entrance to the Seaport is the Titanic Memorial lighthouse."
Stanton Street Shul,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Stanton-street-shul-180-stanton.jpg/250px-Stanton-street-shul-180-stanton.jpg,1913,"Stanton Street Synagogue, also known as Stanton Street Shul and Congregation Bnai Jacob Anshei Brzezan (Yiddish: קאנגרעגיישאן בני יעקב אנשי ברזעזאן, ""Congregation Sons of Jacob, People of Brzezan""[3]), is a historic synagogue located at 180 Stanton Street on the Lower East Side of Manhattan, New York. It was constructed in 1913 by a landsmanschaft from the town of Brzezan in southeast Galicia (now in Ukraine). One of the few surviving tenement-style synagogues, it was listed on the National Register of Historic Places in 2002.[1] That same year, the synagogue’s congregants went to court over an attempt by its rabbi and board members to sell the aging structure to an organization run by a Jesuit priest. The resultant settlement and media attention led to a resurgence in interest in the synagogue. In 2012 its membership stands at about 100 congregants, representing a wide, intergenerational mix. Founded as an Orthodox house of worship, the Stanton Street Synagogue has been headed by rabbis promoting the stream of Open Orthodoxy since 2006.",,Private,"[""Religious buildings completed in 1913"", ""20th-century synagogues"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Synagogues on the National Register of Historic Places"", ""Lower East Side"", ""Synagogues in Manhattan"", ""Orthodox synagogues in New York City""]",,"180 Stanton Street, New York, New York","Stanton Street Synagogue, also known as Stanton Street Shul and Congregation Bnai Jacob Anshei Brzezan (Yiddish: קאנגרעגיישאן בני יעקב אנשי ברזעזאן, ""Congregation Sons of Jacob, People of Brzezan""[3]), is a historic synagogue located at 180 Stanton Street on the Lower East Side of Manhattan, New York. It was constructed in 1913 by a landsmanschaft from the town of Brzezan in southeast Galicia (now in Ukraine). One of the few surviving tenement-style synagogues, it was listed on the National Register of Historic Places in 2002.[1] That same year, the synagogue’s congregants went to court over an attempt by its rabbi and board members to sell the aging structure to an organization run by a Jesuit priest. The resultant settlement and media attention led to a resurgence in interest in the synagogue. In 2012 its membership stands at about 100 congregants, representing a wide, intergenerational mix. Founded as an Orthodox house of worship, the Stanton Street Synagogue has been headed by rabbis promoting the stream of Open Orthodoxy since 2006."
A. T. Stewart Company Store,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/A.T._Stewart_Dry_Goods_Sun_Building_280_Broadway.jpg/275px-A.T._Stewart_Dry_Goods_Sun_Building_280_Broadway.jpg,"1845-1846, 1850-51, 1851-52, 1872, 1884[1][2]","280 Broadway – also known as the A.T. Stewart Dry Goods Store, the Marble Palace, and the Sun Building – an historic building located between Chambers and Reade Streets in the Civic Center district of Manhattan, New York City,[1] was the first commercial building in the Italianate style in New York City. It was designed by John B. Snook of Joseph Trench & Company, with later additions by other architects. It was built for the A. T. Stewart Company, which opened New York's first department store in it.[2] It later housed the New York Sun newspaper and is now used for municipal offices and retail stores.[5]The building was declared a National Historic Landmark in 1965,[4][6] and was designated a New York City landmark in 1986.[7]",,,"[""National Historic Landmarks in New York City"", ""Commercial buildings on the National Register of Historic Places in Manhattan"", ""Buildings and structures completed in 1846""]",,"280 Broadway, Manhattan, New York City, New York","280 Broadway – also known as the A.T. Stewart Dry Goods Store, the Marble Palace, and the Sun Building – an historic building located between Chambers and Reade Streets in the Civic Center district of Manhattan, New York City,[1] was the first commercial building in the Italianate style in New York City. It was designed by John B. Snook of Joseph Trench & Company, with later additions by other architects. It was built for the A. T. Stewart Company, which opened New York's first department store in it.[2] It later housed the New York Sun newspaper and is now used for municipal offices and retail stores.[5]The building was declared a National Historic Landmark in 1965,[4][6] and was designated a New York City landmark in 1986.[7]"
Stone Street Historic District,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Stone_Street_NYC_005.JPG/220px-Stone_Street_NYC_005.JPG,,"Stone Street is a street in Manhattan's Financial District. It originally ran from Broad Street to Hanover Square, but was divided into two sections by the construction of the Goldman Sachs building at 85 Broad Street in the 1980s.[1] Today the cluster of historic buildings along Stone, South William, Pearl Streets and Coenties Alley form the Stone Street Historic District.",,,"[""Streets in Manhattan"", ""C. P. H. Gilbert buildings"", ""Financial District, Manhattan"", ""New York City road stubs""]",,,"Stone Street is a street in Manhattan's Financial District. It originally ran from Broad Street to Hanover Square, but was divided into two sections by the construction of the Goldman Sachs building at 85 Broad Street in the 1980s.[1] Today the cluster of historic buildings along Stone, South William, Pearl Streets and Coenties Alley form the Stone Street Historic District."
Stonewall,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Stonewall_Inn_2012_with_gay-pride_flags_and_banner.jpg/250px-Stonewall_Inn_2012_with_gay-pride_flags_and_banner.jpg,,"The Stonewall Inn, often shortened to Stonewall is a tavern and recreational bar in New York City and the site of the Stonewall riots of 1969, which is widely considered to be the single most important event leading to the gay liberation movement and the modern fight for gay and lesbian rights in the United States.[1]The original Inn, which closed in 1969, was located at 51–53 Christopher Street, between West 4th Street and Waverly Place, in the Greenwich Village neighborhood of Manhattan. In 1990 a bar called ""Stonewall"" opened in the western half (53 Christopher Street). This was renovated and returned to its original name, ""The Stonewall Inn"", in 2007. The buildings are both part of the New York City Landmarks Preservation Commission's Greenwich Village Historic District, designated in 1969, and the Inn was designated a National Historic Landmark in 2000.",,,"[""LGBT nightclubs in the United States"", ""Drinking establishments on the National Register of Historic Places in Manhattan"", ""Christopher Street (Manhattan)"", ""National Historic Landmarks in New York City"", ""Historic bars of New York City"", ""LGBT history in New York City"", ""Greenwich Village"", ""Commercial buildings completed in 1846"", ""1967 establishments in New York""]",,"53 Christopher Street, New York, New York 10014","The Stonewall Inn, often shortened to Stonewall is a tavern and recreational bar in New York City and the site of the Stonewall riots of 1969, which is widely considered to be the single most important event leading to the gay liberation movement and the modern fight for gay and lesbian rights in the United States.[1]The original Inn, which closed in 1969, was located at 51–53 Christopher Street, between West 4th Street and Waverly Place, in the Greenwich Village neighborhood of Manhattan. In 1990 a bar called ""Stonewall"" opened in the western half (53 Christopher Street). This was renovated and returned to its original name, ""The Stonewall Inn"", in 2007. The buildings are both part of the New York City Landmarks Preservation Commission's Greenwich Village Historic District, designated in 1969, and the Inn was designated a National Historic Landmark in 2000."


Surrogate's Court,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Surrogate%27s_Court.JPG/300px-Surrogate%27s_Court.JPG,1899-1907,"The Surrogate's Courthouse, also known as the Hall of Records, is a Beaux Arts municipal building in lower Manhattan in New York City.Opened in 1907, it is located on the northwest corner of Chambers and Centre Streets, across the street from City Hall Park and from the Municipal Building. It houses the city's Municipal Archives, as well as providing courtrooms for the Surrogate's Court for New York County on the fifth floor.",,Local,"[""Buildings and structures in Manhattan"", ""Archives in the United States"", ""Courthouses in New York"", ""Beaux-Arts architecture in New York"", ""Government buildings completed in 1907"", ""Outdoor sculptures in New York City"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""National Historic Landmarks in New York City""]",,"31 Chambers StreetManhattan, New York City","The Surrogate's Courthouse, also known as the Hall of Records, is a Beaux Arts municipal building in lower Manhattan in New York City.Opened in 1907, it is located on the northwest corner of Chambers and Centre Streets, across the street from City Hall Park and from the Municipal Building. It houses the city's Municipal Archives, as well as providing courtrooms for the Surrogate's Court for New York County on the fifth floor."
Tenement Building at 97 Orchard Street,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/97_Orchard_Street_Front.jpg/250px-97_Orchard_Street_Front.jpg,1863,"The Lower East Side Tenement Museum,located at 97 Orchard Street in the Lower East Side neighborhood of Manhattan New York City, is a National Historic Site. The five-story brick tenement building was home to an estimated 7,000 people, from over 20 nations, between 1863 and 1935. The museum, which includes a visitors' center down the block, promotes tolerance and historical perspective on the immigrant experience.",,private,"[""Lower East Side"", ""History of immigration to the United States"", ""National Historic Landmarks in New York City"", ""Residential buildings on the National Register of Historic Places in Manhattan"", ""National Historic Sites in New York"", ""Museums in Manhattan"", ""Ethnic museums in New York"", ""Historic house museums in New York"", ""Progressive Era in the United States""]",,"97 Orchard Street,Manhattan, New York City","The Lower East Side Tenement Museum,located at 97 Orchard Street in the Lower East Side neighborhood of Manhattan New York City, is a National Historic Site. The five-story brick tenement building was home to an estimated 7,000 people, from over 20 nations, between 1863 and 1935. The museum, which includes a visitors' center down the block, promotes tolerance and historical perspective on the immigrant experience."
Third Judicial District Courthouse,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Jefferson_market_crop.jpg/225px-Jefferson_market_crop.jpg,1874-1877,"The Jefferson Market Branch, New York Public Library, still familiar to New Yorkers as Jefferson Market Courthouse, is located at 425 Avenue of the Americas (Sixth Avenue), on the southwest corner of West 10th Street, in Greenwich Village, Manhattan, New York City, on a triangular plot formed by Greenwich Avenue and West 10th Street. It was originally built as the Third Judicial District Courthouse from 1874 to 1877, and was designed by architect Frederick Clarke Withers of the firm of Vaux and Withers.Faced with demolition in 1958, public outcry led to its reuse as a branch of the New York Public Library. The building is now part of the New York City Landmark Preservation Commission's Greenwich Village Historic District, created in 1969.[1] The AIA Guide to New York City calls the building ""A mock Neuschwansteinian assemblage ... of leaded glass, steeply sloping roofs, gables, pinnacles, Venetian Gothic embellishments, and an intricate tower and clock; one of the City's most remarkable buildings.""[4]",,New York Public Library,"[""Libraries on the National Register of Historic Places in Manhattan"", ""Buildings and structures completed in 1877"", ""National Historic Landmarks in New York City"", ""West Village"", ""Courthouses in New York"", ""Libraries in Manhattan"", ""New York Public Library"", ""Clock towers in the United States""]",,"425 Avenue of the AmericasManhattan, New York City","The Jefferson Market Branch, New York Public Library, still familiar to New Yorkers as Jefferson Market Courthouse, is located at 425 Avenue of the Americas (Sixth Avenue), on the southwest corner of West 10th Street, in Greenwich Village, Manhattan, New York City, on a triangular plot formed by Greenwich Avenue and West 10th Street. It was originally built as the Third Judicial District Courthouse from 1874 to 1877, and was designed by architect Frederick Clarke Withers of the firm of Vaux and Withers.Faced with demolition in 1958, public outcry led to its reuse as a branch of the New York Public Library. The building is now part of the New York City Landmark Preservation Commission's Greenwich Village Historic District, created in 1969.[1] The AIA Guide to New York City calls the building ""A mock Neuschwansteinian assemblage ... of leaded glass, steeply sloping roofs, gables, pinnacles, Venetian Gothic embellishments, and an intricate tower and clock; one of the City's most remarkable buildings.""[4]"
Triangle Shirtwaist Factory,//upload.wikimedia.org/wikipedia/commons/thumb/0/07/Triangle_Shirtwaist_Factory_fire_building.jpg/250px-Triangle_Shirtwaist_Factory_fire_building.jpg,1900-01[1],"The Brown Building is a ten-story building that is part of the campus of New York University (NYU). It is located at 23-29 Washington Place, between Greene Street and Washington Square East in Greenwich Village, New York City.It was built in 1900-01, designed by John Woolley in the neo-Renaissance style.[1] It was originally named the Asch Building after its owner, Joseph J. Asch.[3]The top three floors of the building were at one time occupied by the Triangle Shirtwaist Factory, which was the site of the Triangle Shirtwaist Factory fire that killed 146 garment workers on March 25, 1911. The fire led to wide-ranging legislation requiring improved factory safety standards and helped spur the growth of the International Ladies' Garment Workers' Union. The building survived the fire and was refurbished. Three plaques on the southeast corner of the building commemorate the men and women who lost their lives in the fire.NYU began to use the eighth floor of the building for a library and classrooms in 1916.[1] Real estate speculator and philanthropist Frederick Brown later bought the building and subsequently donated it to the university in 1929, where it was renamed as the Brown Building.[4][5][6][7] In 2002, the building was incorporated into the Silver Center for Arts and Science.[5]The building was listed on the National Register of Historic Places and was named a National Historical Landmark in 1991.[8][9] It was designated a New York City landmark in 2003.[10]",,Private,"[""New York University"", ""Office buildings completed in 1901"", ""Industrial buildings completed in 1901"", ""National Historic Landmarks in New York City"", ""Landmarks in Manhattan"", ""Buildings and structures on the National Register of Historic Places in Manhattan""]",,"23-29 Washington Pl, Manhattan, New York City","The Brown Building is a ten-story building that is part of the campus of New York University (NYU). It is located at 23-29 Washington Place, between Greene Street and Washington Square East in Greenwich Village, New York City.It was built in 1900-01, designed by John Woolley in the neo-Renaissance style.[1] It was originally named the Asch Building after its owner, Joseph J. Asch.[3]The top three floors of the building were at one time occupied by the Triangle Shirtwaist Factory, which was the site of the Triangle Shirtwaist Factory fire that killed 146 garment workers on March 25, 1911. The fire led to wide-ranging legislation requiring improved factory safety standards and helped spur the growth of the International Ladies' Garment Workers' Union. The building survived the fire and was refurbished. Three plaques on the southeast corner of the building commemorate the men and women who lost their lives in the fire.NYU began to use the eighth floor of the building for a library and classrooms in 1916.[1] Real estate speculator and philanthropist Frederick Brown later bought the building and subsequently donated it to the university in 1929, where it was renamed as the Brown Building.[4][5][6][7] In 2002, the building was incorporated into the Silver Center for Arts and Science.[5]The building was listed on the National Register of Historic Places and was named a National Historical Landmark in 1991.[8][9] It was designated a New York City landmark in 2003.[10]"
Trinity Church and Graveyard,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Trinity_Church_NYC_004b.JPG/250px-Trinity_Church_NYC_004b.JPG,1846,"Trinity Church at 79 Broadway, Lower Manhattan, is a historic, active, well-endowed[3]parish church in the Episcopal Diocese of New York. Trinity Church is at the intersection of Wall Street and Broadway, in New York.",,,"[""Churches in Manhattan"", ""Episcopal churches in New York"", ""Gothic Revival architecture in New York"", ""National Historic Landmarks in New York City"", ""1698 establishments in the Thirteen Colonies"", ""Religious organizations established in the 1690s"", ""Wall Street"", ""Religious buildings completed in 1846"", ""19th-century Episcopal church buildings"", ""Richard Upjohn buildings"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Anglican congregations established in the 17th century"", ""Stone churches in New York"", ""Museums in Manhattan"", ""Financial District, Manhattan""]",,"New York, NY","Trinity Church at 79 Broadway, Lower Manhattan, is a historic, active, well-endowed[3]parish church in the Episcopal Diocese of New York. Trinity Church is at the intersection of Wall Street and Broadway, in New York."
Tweed Courthouse,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tweed_Court_portico_straight_sun_jeh.jpg/250px-Tweed_Court_portico_straight_sun_jeh.jpg,1861–72 and 1877-81,"The Old New York County Courthouse at 52 Chambers Street in Manhattan, New York City, more commonly known as the Tweed Courthouse, was built in Italianate style with Romanesque Revival interiors, using funds provided by the corrupt William M. ""Boss"" Tweed, whose Tammany Hall political machine controlled the city and state governments at the time.The outer shell of the building was constructed from 1861–1872 by the architect John Kellum, with the political appointee Thomas Little.[4] Construction was interrupted when the kickbacks and corruption involved in the construction of the building were disclosed to the public.The project was completed by architect Leopold Eidlitz who added the rear wing and interior renovations from 1877–1881, departing from Kellum's classicism with ""an American version of organic architecture expressed through medieval forms"".[5]The building was designated a New York City landmark and added to the National Register of Historic Places, both in 1984, when it was called ""one of the city's grandest and most important civic monuments"".[5] It was named a National Historic Landmark in 1986.[3][6][7]Modern restoration and historic preservation of the courthouse were completed in 2001, and the building is now home to the New York City Department of Education. The Tweed Courthouse is the second oldest city government building in Manhattan, after City Hall.[8]",,The City of New York,"[""Government buildings completed in 1872"", ""Government buildings completed in 1881"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""National Historic Landmarks in New York City"", ""County courthouses in New York"", ""Leopold Eidlitz buildings""]",,"52 Chambers Street, Manhattan, New York City, New York State, United States","The Old New York County Courthouse at 52 Chambers Street in Manhattan, New York City, more commonly known as the Tweed Courthouse, was built in Italianate style with Romanesque Revival interiors, using funds provided by the corrupt William M. ""Boss"" Tweed, whose Tammany Hall political machine controlled the city and state governments at the time.The outer shell of the building was constructed from 1861–1872 by the architect John Kellum, with the political appointee Thomas Little.[4] Construction was interrupted when the kickbacks and corruption involved in the construction of the building were disclosed to the public.The project was completed by architect Leopold Eidlitz who added the rear wing and interior renovations from 1877–1881, departing from Kellum's classicism with ""an American version of organic architecture expressed through medieval forms"".[5]The building was designated a New York City landmark and added to the National Register of Historic Places, both in 1984, when it was called ""one of the city's grandest and most important civic monuments"".[5] It was named a National Historic Landmark in 1986.[3][6][7]Modern restoration and historic preservation of the courthouse were completed in 2001, and the building is now home to the New York City Department of Education. The Tweed Courthouse is the second oldest city government building in Manhattan, after City Hall.[8]"

US Courthouse,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Marshall-courthouse1.jpg/250px-Marshall-courthouse1.jpg,1932-36,"The Thurgood Marshall United States Courthouse is a Classical Revival courthouse located at 40 Centre Street on Foley Square in the Civic Center neighborhood of lower Manhattan in New York City. The building, designed by Cass Gilbert and his son, Cass Gilbert, Jr.,[2] is listed on the National Register of Historic Places as U.S. Courthouse.The United States Court of Appeals for the Second Circuit and the United States District Court for the Southern District of New York hear cases in the courthouse, which is across the street from the Metropolitan Correctional Center, New York City.",,General Services Administration,"[""Government buildings completed in 1936"", ""Buildings and structures in Manhattan"", ""Classical Revival architecture in New York"", ""Courthouses in New York"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""Cass Gilbert buildings""]",,"40 Centre StreetManhattan, New York City","The Thurgood Marshall United States Courthouse is a Classical Revival courthouse located at 40 Centre Street on Foley Square in the Civic Center neighborhood of lower Manhattan in New York City. The building, designed by Cass Gilbert and his son, Cass Gilbert, Jr.,[2] is listed on the National Register of Historic Places as U.S. Courthouse.The United States Court of Appeals for the Second Circuit and the United States District Court for the Southern District of New York hear cases in the courthouse, which is across the street from the Metropolitan Correctional Center, New York City."
U.S. Customhouse,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/AH_Custom_house_dusk_jeh.JPG/250px-AH_Custom_house_dusk_jeh.JPG,1901-1907,"Coordinates: 40°42′15″N 74°00′50″W﻿ / ﻿40.704294°N 74.013773°W﻿ / 40.704294; -74.013773The Alexander Hamilton U.S. Custom House (originally U.S. Custom House) is a building in New York City, built 1902–1907 by the federal government to house the duty collection operations for the port of New York. It is located near the southern tip of Manhattan, next to Battery Park, at 1 Bowling Green. The building is now the home of the New York branch of the National Museum of the American Indian as well as the Bankruptcy Court for the Southern District of New York. In 2012, it will also be home to the National Archives at New York City.",,,"[""National Historic Landmarks in New York City"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""Alexander Hamilton"", ""Beaux-Arts architecture in New York"", ""Government buildings completed in 1907"", ""Cass Gilbert buildings"", ""Custom houses in the United States"", ""Financial District, Manhattan""]",,"1 Bowling Green, Manhattan, New York City, New York","Coordinates: 40°42′15″N 74°00′50″W﻿ / ﻿40.704294°N 74.013773°W﻿ / 40.704294; -74.013773The Alexander Hamilton U.S. Custom House (originally U.S. Custom House) is a building in New York City, built 1902–1907 by the federal government to house the duty collection operations for the port of New York. It is located near the southern tip of Manhattan, next to Battery Park, at 1 Bowling Green. The building is now the home of the New York branch of the National Museum of the American Indian as well as the Bankruptcy Court for the Southern District of New York. In 2012, it will also be home to the National Archives at New York City."
US Post Office-Canal Street Station,//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Canal_St_PO_jeh.JPG/250px-Canal_St_PO_jeh.JPG,1937,"The US Post Office-Canal Street Station, originally known as Station ""B,"" is a historic post office building located in Manhattan, New York, United States. It was built in 1937, and designed by consulting architect Alan Balch Mills for the Office of the Supervising Architect. The building is a two story, symmetrically massed building clad with buff terra cotta panels with a black terra cotta base in the Moderne style. It features a fluted terra cotta frieze with a tarnished silver finish. The interior features a relief executed in 1938 by artist Wheeler Williams and titled ""Indian Bowman.""[2]It was listed on the National Register of Historic Places in 1989.[1]",,U.S. Postal Service,"[""Post office buildings on the National Register of Historic Places in Manhattan"", ""Government buildings completed in 1937"", ""Art Deco architecture in New York"", ""Buildings and structures in Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"350 Canal St., New York, New York","The US Post Office-Canal Street Station, originally known as Station ""B,"" is a historic post office building located in Manhattan, New York, United States. It was built in 1937, and designed by consulting architect Alan Balch Mills for the Office of the Supervising Architect. The building is a two story, symmetrically massed building clad with buff terra cotta panels with a black terra cotta base in the Moderne style. It features a fluted terra cotta frieze with a tarnished silver finish. The interior features a relief executed in 1938 by artist Wheeler Williams and titled ""Indian Bowman.""[2]It was listed on the National Register of Historic Places in 1989.[1]"
US Post Office-Church Street Station,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/PO_90_Church_St_jeh.JPG/250px-PO_90_Church_St_jeh.JPG,1934 (1934),90 Church Street is a large United States Postal Service office that is responsible for the 10048 (ZIP code) in New York City.,,United States Postal Service,"[""Post office buildings on the National Register of Historic Places in Manhattan""]",,"New York City, New York",90 Church Street is a large United States Postal Service office that is responsible for the 10048 (ZIP code) in New York City.
US Post Office-Cooper Station,//upload.wikimedia.org/wikipedia/commons/thumb/6/68/PeterCooperStation.JPG/300px-PeterCooperStation.JPG,1936,"The US Post Office — Cooper Station, also known as Cooper Station Post Office, is located at 93 4th Avenue, on the corner of East 11th street. This post office serves the 10003 zip code, better known as the neighborhood of the East Village in Manhattan, New York City. Its sub-station is located on 3rd Street near Avenue C.The post office is named in honor of Peter Cooper, the mid-19th century industrialist and philanthropist who founded the nearby The Cooper Union for the Advancement of Science and Art.It was listed on the National Register of Historic Places in 1989.[1]",,U.S. Postal Service,"[""Post office buildings on the National Register of Historic Places in Manhattan"", ""East Village, Manhattan"", ""Post and philately stubs"", ""New York County, New York Registered Historic Place stubs""]",,"93 4th AvenueManhattan, New York City","The US Post Office — Cooper Station, also known as Cooper Station Post Office, is located at 93 4th Avenue, on the corner of East 11th street. This post office serves the 10003 zip code, better known as the neighborhood of the East Village in Manhattan, New York City. Its sub-station is located on 3rd Street near Avenue C.The post office is named in honor of Peter Cooper, the mid-19th century industrialist and philanthropist who founded the nearby The Cooper Union for the Advancement of Science and Art.It was listed on the National Register of Historic Places in 1989.[1]"
US Post Office--Knickerbocker Station,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Knickerbocker-post-office-130-e-broadway.jpg/250px-Knickerbocker-post-office-130-e-broadway.jpg,1935-7,"The US Post Office-Knickerbocker Station, originally known as Station ""B,"" is a historic post office building located in Manhattan, New York, United States. It was built in 1935-1937, and designed by consulting architect William Dewey Foster for the Office of the Supervising Architect. The building is a two to three story, brick building with a mansard roof and granite trim in the Colonial Revival style. The main entrance features a three bay wide pavilion topped by a pediment.[2]It was listed on the National Register of Historic Places in 1989.[1]",,Federal,"[""Post office buildings on the National Register of Historic Places in Manhattan"", ""Government buildings completed in 1935"", ""Colonial Revival architecture in New York"", ""Buildings and structures in Manhattan"", ""New York County, New York Registered Historic Place stubs""]",,"130 East Broadway, New York, New York","The US Post Office-Knickerbocker Station, originally known as Station ""B,"" is a historic post office building located in Manhattan, New York, United States. It was built in 1935-1937, and designed by consulting architect William Dewey Foster for the Office of the Supervising Architect. The building is a two to three story, brick building with a mansard roof and granite trim in the Colonial Revival style. The main entrance features a three bay wide pavilion topped by a pediment.[2]It was listed on the National Register of Historic Places in 1989.[1]"
University Settlement House,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/WSTM_Three_Blind_Mice_0076.JPG/250px-WSTM_Three_Blind_Mice_0076.JPG,,"The University Settlement Society of New York is an American institution, located at 184 Eldridge Street (corner of Eldridge and Rivington Streets) on the Lower East Side of the Manhattan borough of New York City, New York. It provides myriad services for the mostly immigrant population of the neighborhood and has since 1886, when it was established as the first settlement house in the United States.[clarification needed]",,Private,"[""1886 establishments in New York"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Classical Revival architecture in New York"", ""Education in Manhattan"", ""Educational institutions established in 1886"", ""Educational organizations based in the United States"", ""Lower East Side"", ""Organizations based in New York City"", ""Progressive Era in the United States"", ""Settlement houses""]",,"184 Eldridge Street, New York City, New York, United States","The University Settlement Society of New York is an American institution, located at 184 Eldridge Street (corner of Eldridge and Rivington Streets) on the Lower East Side of the Manhattan borough of New York City, New York. It provides myriad services for the mostly immigrant population of the neighborhood and has since 1886, when it was established as the first settlement house in the United States.[clarification needed]"
Stephen Van Rensselar House,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/149-Mulberry.jpg/250px-149-Mulberry.jpg,c.1816,"The Stephen Van Rensselaer House at 149 Mulberry Street between Grand and Hester Streets in the Little Italy neighborhood of Manhattan, New York City, was built c.1816 in the Federal style by Stephen Van Rensselaer III. It was originally located on the northwest corner of Mulberry and Grand, but in 1841 was moved down the block to its current location. The two-story dormered house is typical of Federal-style row houses which were common at the time in Manhattan below 14th Street.[2][3]The house was designated a New York City landmark in 1969, and in 1983 was added to the National Register of Historic Places.",,,"[""New York County, New York Registered Historic Place stubs"", ""Houses completed in 1819"", ""Houses on the National Register of Historic Places in Manhattan"", ""Landmarks in Manhattan""]",,"149 Mulberry Street, New York, New York","The Stephen Van Rensselaer House at 149 Mulberry Street between Grand and Hester Streets in the Little Italy neighborhood of Manhattan, New York City, was built c.1816 in the Federal style by Stephen Van Rensselaer III. It was originally located on the northwest corner of Mulberry and Grand, but in 1841 was moved down the block to its current location. The two-story dormered house is typical of Federal-style row houses which were common at the time in Manhattan below 14th Street.[2][3]The house was designated a New York City landmark in 1969, and in 1983 was added to the National Register of Historic Places."
